StudentID,Name,Gender,DOB,Age,State,District,City,PinCode,Caste,Category,Medium,SchoolID,SchoolName,SchoolType,SchoolBoard,Class,Section,Stream,FatherName,MotherName,ParentEducationLevel,ParentOccupation,FamilyIncome,Math,Science,English,SocialScience,Hindi,Computer,GK,Sanskrit,EVS,Art,Total,Percentage,AttendancePercent,DisciplinaryNotes,ExtracurricularScore
S1972,Student_972,Male,26-09-2004,20,Uttar Pradesh,District A,City Z,986867,OBC,Rural,English,Sch112,School_12,Govt,ICSE,6,A,Arts,Father_972,Mother_972,None,Teacher,15707,35,32,98,67,42,95,36,40,90,82,617,61.7,59.64,No,6
S1973,Student_973,Male,16-06-2004,20,Karnataka,District B,City X,189242,SC,Rural,Hindi,Sch113,School_13,Govt,ICSE,11,B,Arts,Father_973,Mother_973,PG,Farmer,18140,87,52,77,69,90,82,50,54,73,94,728,72.8,65.13,No,2
S1974,Student_974,Female,27-02-2008,16,West Bengal,District B,City Y,475348,GEN,Urban,English,Sch114,School_14,Private,ICSE,8,A,Commerce,Father_974,Mother_974,Primary,Farmer,16093,77,48,80,54,42,63,76,74,98,77,689,68.9,56.59,Yes,10
S1975,Student_975,Female,10-10-2008,16,Maharashtra,District B,City Y,253956,ST,Rural,Regional,Sch115,School_15,Private,State,10,A,Arts,Father_975,Mother_975,None,Laborer,87036,61,79,33,98,62,42,30,80,56,99,640,64,69.15,No,8
S1976,Student_976,Female,26-01-2006,18,Delhi,District B,City Y,903631,ST,Urban,English,Sch116,School_16,Govt,State,10,B,Arts,Father_976,Mother_976,Graduate,Engineer,77043,40,87,56,52,35,85,41,72,41,75,584,58.4,60.18,Yes,5
S1977,Student_977,Female,07-03-2009,15,Bihar,District C,City Z,684326,ST,Rural,Regional,Sch117,School_17,Private,State,6,A,Commerce,Father_977,Mother_977,Graduate,Farmer,10830,34,49,71,94,54,88,77,95,46,62,670,67,82.2,Yes,8
S1978,Student_978,Female,05-09-2005,19,West Bengal,District C,City Y,682074,ST,Urban,English,Sch118,School_18,Govt,State,10,B,Arts,Father_978,Mother_978,PG,Farmer,35608,35,82,85,51,52,61,33,76,66,81,622,62.2,99.73,Yes,8
S1979,Student_979,Female,11-09-2007,17,West Bengal,District B,City Y,996068,OBC,Rural,English,Sch119,School_19,Govt,State,6,A,Commerce,Father_979,Mother_979,Graduate,Teacher,52287,50,38,98,93,55,83,63,53,63,84,680,68,50.6,No,3
S1980,Student_980,Female,13-02-2006,18,Uttar Pradesh,District A,City Y,860330,OBC,Urban,Hindi,Sch100,School_0,Govt,ICSE,6,A,Science,Father_980,Mother_980,PG,Teacher,95047,71,33,47,97,33,31,61,66,65,80,584,58.4,77.05,Yes,5
S1981,Student_981,Female,06-04-2008,16,Karnataka,District B,City Y,935726,SC,Rural,English,Sch101,School_1,Govt,CBSE,9,A,Arts,Father_981,Mother_981,None,Farmer,38427,56,70,90,87,64,66,32,85,35,69,654,65.4,78.68,Yes,7
S1982,Student_982,Female,11-02-2007,17,Tamil Nadu,District B,City X,833375,OBC,Rural,English,Sch102,School_2,Govt,CBSE,9,C,Commerce,Father_982,Mother_982,None,Laborer,89042,32,54,33,57,54,62,97,75,61,54,579,57.9,95.71,No,5
S1983,Student_983,Male,14-08-2008,16,Delhi,District A,City Z,265250,GEN,Rural,Regional,Sch103,School_3,Private,State,9,C,Science,Father_983,Mother_983,None,Teacher,33395,89,63,30,97,49,30,86,57,51,92,644,64.4,75.3,No,6
S1984,Student_984,Female,19-09-2007,17,West Bengal,District C,City Z,622820,GEN,Rural,English,Sch104,School_4,Private,State,7,B,Arts,Father_984,Mother_984,None,Farmer,97662,95,38,79,33,30,57,53,81,39,51,556,55.6,77.19,No,2
S1985,Student_985,Female,16-06-2005,19,Uttar Pradesh,District B,City X,362678,ST,Rural,Hindi,Sch105,School_5,Private,CBSE,9,A,Arts,Father_985,Mother_985,Primary,Engineer,22970,78,42,99,30,97,46,62,44,58,67,623,62.3,73.58,No,8
S1986,Student_986,Female,06-10-2006,18,Rajasthan,District B,City X,978260,GEN,Rural,Regional,Sch106,School_6,Private,ICSE,6,B,Commerce,Father_986,Mother_986,Primary,Teacher,75218,63,38,49,55,52,86,32,74,40,38,527,52.7,63.45,Yes,5
S1987,Student_987,Female,30-03-2007,17,Maharashtra,District C,City Z,922564,SC,Rural,Hindi,Sch107,School_7,Govt,State,11,C,Science,Father_987,Mother_987,None,Farmer,81475,66,33,49,62,51,99,33,87,95,66,641,64.1,52.8,Yes,6
S1988,Student_988,Female,27-06-2009,15,Maharashtra,District C,City Y,398254,OBC,Urban,Hindi,Sch108,School_8,Govt,ICSE,11,C,Commerce,Father_988,Mother_988,Graduate,Business,79362,71,63,75,56,91,81,59,96,85,34,711,71.1,70.43,Yes,1
S1989,Student_989,Female,15-07-2004,20,Tamil Nadu,District A,City Y,814114,OBC,Urban,Hindi,Sch109,School_9,Private,CBSE,8,C,Arts,Father_989,Mother_989,PG,Teacher,28371,94,36,56,71,30,73,99,70,87,51,667,66.7,52.63,Yes,10
S1990,Student_990,Female,03-11-2009,15,Karnataka,District C,City Z,950012,OBC,Rural,Hindi,Sch110,School_10,Private,CBSE,9,C,Arts,Father_990,Mother_990,Secondary,Business,94895,89,44,55,98,88,76,78,94,81,41,744,74.4,77.52,No,2
S1991,Student_991,Female,24-09-2009,15,Uttar Pradesh,District C,City Y,515685,GEN,Rural,Regional,Sch111,School_11,Govt,State,11,B,Arts,Father_991,Mother_991,PG,Teacher,24266,30,67,61,93,97,42,59,69,90,89,697,69.7,65.36,No,4
S1992,Student_992,Female,24-09-2004,20,Delhi,District C,City X,426160,OBC,Urban,English,Sch112,School_12,Govt,ICSE,9,A,Arts,Father_992,Mother_992,Secondary,Teacher,24195,88,81,39,54,48,59,45,34,46,73,567,56.7,76.68,Yes,9
S1993,Student_993,Female,15-03-2009,15,Karnataka,District A,City Y,146233,ST,Urban,Hindi,Sch113,School_13,Govt,State,8,B,Science,Father_993,Mother_993,Secondary,Business,32315,33,36,41,33,59,95,82,57,59,51,546,54.6,56.71,No,6
S1994,Student_994,Female,08-01-2007,17,Maharashtra,District C,City Y,297780,ST,Rural,Regional,Sch114,School_14,Private,CBSE,11,A,Science,Father_994,Mother_994,None,Laborer,88804,43,74,53,41,30,82,35,67,66,35,526,52.6,96.63,No,8
S1995,Student_995,Male,24-10-2007,17,Karnataka,District C,City Y,551448,ST,Urban,Hindi,Sch115,School_15,Govt,ICSE,6,C,Commerce,Father_995,Mother_995,Secondary,Farmer,80246,47,88,80,87,77,47,53,47,34,56,616,61.6,94.73,No,2
S1996,Student_996,Male,13-06-2007,17,Maharashtra,District A,City Z,848810,GEN,Urban,English,Sch116,School_16,Govt,State,7,A,Commerce,Father_996,Mother_996,None,Laborer,46581,63,50,67,40,48,57,57,66,55,84,587,58.7,59.5,No,10
S1997,Student_997,Female,25-03-2004,20,Karnataka,District C,City X,206311,OBC,Rural,Regional,Sch117,School_17,Private,State,9,C,Commerce,Father_997,Mother_997,Primary,Laborer,50537,30,57,75,88,81,33,50,56,99,44,613,61.3,67.17,No,5
S1998,Student_998,Female,13-03-2009,15,Tamil Nadu,District C,City Y,658697,GEN,Rural,Regional,Sch118,School_18,Private,State,11,B,Arts,Father_998,Mother_998,Graduate,Farmer,84697,82,32,37,65,51,71,37,54,30,93,552,55.2,80.67,Yes,1
S1999,Student_999,Male,24-02-2004,20,Bihar,District A,City Z,870519,OBC,Rural,English,Sch119,School_19,Private,CBSE,11,A,Commerce,Father_999,Mother_999,Secondary,Engineer,80265,51,43,84,51,79,35,65,98,38,46,590,59,54.78,Yes,4
S2000,Student_1000,Female,16-02-2007,17,Tamil Nadu,District B,City Y,501954,SC,Urban,Regional,Sch100,School_0,Govt,State,8,B,Science,Father_1000,Mother_1000,Graduate,Laborer,97449,90,31,60,94,95,38,38,56,93,32,627,62.7,67.73,No,10
S2001,Student_1001,Male,26-08-2009,15,Tamil Nadu,District A,City X,596246,SC,Rural,English,Sch101,School_1,Govt,ICSE,6,C,Commerce,Father_1001,Mother_1001,None,Laborer,27184,51,58,45,79,35,49,69,83,53,39,561,56.1,62.56,No,1
S2002,Student_1002,Male,14-04-2009,15,Bihar,District C,City Y,910486,GEN,Rural,Regional,Sch102,School_2,Private,State,10,B,Commerce,Father_1002,Mother_1002,Secondary,Laborer,28279,79,47,49,33,93,67,80,36,34,92,610,61,95.78,Yes,9
S2003,Student_1003,Male,28-07-2008,16,Bihar,District C,City X,129709,ST,Urban,Regional,Sch103,School_3,Govt,CBSE,11,C,Science,Father_1003,Mother_1003,PG,Engineer,31570,45,66,67,81,50,97,30,56,80,92,664,66.4,92.63,Yes,2
S2004,Student_1004,Male,11-02-2008,16,West Bengal,District C,City Y,733609,GEN,Rural,English,Sch104,School_4,Govt,State,7,C,Science,Father_1004,Mother_1004,Primary,Teacher,48030,57,74,44,72,48,79,92,88,67,91,712,71.2,78.99,No,7
S2005,Student_1005,Male,12-11-2005,19,West Bengal,District A,City X,100363,ST,Urban,English,Sch105,School_5,Govt,CBSE,8,C,Arts,Father_1005,Mother_1005,Primary,Business,67245,99,74,63,75,66,89,97,60,58,38,719,71.9,76.02,No,3
S2006,Student_1006,Female,25-09-2006,18,Uttar Pradesh,District C,City Y,896790,OBC,Urban,Regional,Sch106,School_6,Private,CBSE,11,B,Science,Father_1006,Mother_1006,Secondary,Business,60467,71,53,48,33,92,42,55,97,75,53,619,61.9,96.54,No,2
S2007,Student_1007,Male,19-09-2008,16,Delhi,District C,City X,594829,ST,Urban,Regional,Sch107,School_7,Private,ICSE,11,B,Science,Father_1007,Mother_1007,Primary,Engineer,40133,95,75,98,42,58,71,69,33,81,61,683,68.3,96.62,Yes,4
S2008,Student_1008,Female,01-12-2004,20,Delhi,District A,City Y,496456,ST,Urban,English,Sch108,School_8,Govt,ICSE,8,A,Commerce,Father_1008,Mother_1008,PG,Laborer,83731,64,41,92,67,89,97,32,47,75,32,636,63.6,98.47,No,7
S2009,Student_1009,Female,30-12-2008,16,Uttar Pradesh,District B,City Y,565417,OBC,Urban,English,Sch109,School_9,Govt,State,8,A,Science,Father_1009,Mother_1009,Graduate,Business,48805,49,82,61,74,63,54,38,92,97,62,672,67.2,56.27,No,7
S2010,Student_1010,Male,16-09-2005,19,Tamil Nadu,District B,City Z,145689,SC,Urban,Regional,Sch110,School_10,Govt,CBSE,9,B,Arts,Father_1010,Mother_1010,PG,Engineer,48998,31,74,66,54,30,60,61,81,88,72,617,61.7,58.03,No,9
S2011,Student_1011,Male,10-10-2009,15,Tamil Nadu,District C,City Z,364080,OBC,Rural,Regional,Sch111,School_11,Govt,CBSE,11,B,Commerce,Father_1011,Mother_1011,Primary,Farmer,22238,36,61,95,96,77,41,96,92,39,41,674,67.4,83.84,No,3
S2012,Student_1012,Female,24-04-2005,19,Maharashtra,District A,City X,998704,GEN,Rural,Regional,Sch112,School_12,Private,ICSE,10,B,Arts,Father_1012,Mother_1012,Graduate,Business,86088,78,47,36,84,50,93,33,74,33,61,589,58.9,77.07,No,7
S2013,Student_1013,Male,29-12-2009,15,Maharashtra,District C,City Y,715362,GEN,Rural,English,Sch113,School_13,Private,ICSE,7,B,Science,Father_1013,Mother_1013,PG,Farmer,73264,38,42,77,68,63,90,35,41,81,49,584,58.4,50.92,No,6
S2014,Student_1014,Male,09-02-2009,15,Delhi,District A,City X,275037,GEN,Urban,Regional,Sch114,School_14,Govt,State,6,C,Arts,Father_1014,Mother_1014,None,Laborer,53245,56,33,40,94,55,82,55,37,47,96,595,59.5,53.1,No,10
S2015,Student_1015,Female,08-08-2006,18,Uttar Pradesh,District A,City Z,308606,GEN,Rural,Hindi,Sch115,School_15,Govt,CBSE,6,C,Arts,Father_1015,Mother_1015,None,Business,28557,31,52,60,31,65,55,31,51,80,97,553,55.3,94.4,No,7
S2016,Student_1016,Female,08-05-2008,16,Rajasthan,District B,City X,100882,GEN,Urban,English,Sch116,School_16,Private,ICSE,10,C,Science,Father_1016,Mother_1016,Graduate,Engineer,75474,97,91,73,98,52,90,95,70,52,46,764,76.4,93.44,Yes,7
S2017,Student_1017,Male,08-01-2004,20,West Bengal,District B,City X,513440,SC,Rural,Regional,Sch117,School_17,Govt,State,8,B,Science,Father_1017,Mother_1017,Graduate,Teacher,70667,89,83,74,91,76,39,32,70,54,48,656,65.6,67.86,Yes,10
S2018,Student_1018,Female,10-04-2004,20,Rajasthan,District A,City Z,991659,SC,Urban,English,Sch118,School_18,Private,CBSE,8,C,Commerce,Father_1018,Mother_1018,Graduate,Business,96228,78,84,85,75,73,41,64,86,89,33,708,70.8,94.55,Yes,5
S2019,Student_1019,Male,25-06-2007,17,Uttar Pradesh,District C,City Y,879110,ST,Rural,Hindi,Sch119,School_19,Govt,CBSE,8,C,Commerce,Father_1019,Mother_1019,None,Business,90513,31,98,61,60,49,51,88,61,66,46,611,61.1,79.68,No,9
S2020,Student_1020,Male,17-04-2009,15,Maharashtra,District B,City X,225865,GEN,Urban,English,Sch100,School_0,Private,ICSE,11,A,Commerce,Father_1020,Mother_1020,PG,Business,70074,46,69,50,64,56,82,67,84,97,93,708,70.8,90.3,Yes,7
S2021,Student_1021,Male,10-04-2004,20,Delhi,District C,City Z,748033,OBC,Rural,Regional,Sch101,School_1,Govt,State,8,A,Science,Father_1021,Mother_1021,Graduate,Business,63204,49,43,60,74,90,50,62,35,47,51,561,56.1,71.37,Yes,7
S2022,Student_1022,Female,17-09-2006,18,Delhi,District B,City Y,524041,GEN,Urban,Hindi,Sch102,School_2,Govt,ICSE,8,C,Arts,Father_1022,Mother_1022,None,Engineer,97800,61,57,30,83,66,64,44,68,58,95,626,62.6,55.67,Yes,3
S2023,Student_1023,Female,03-09-2009,15,Maharashtra,District B,City Z,563956,SC,Rural,Hindi,Sch103,School_3,Private,State,11,C,Arts,Father_1023,Mother_1023,Graduate,Engineer,30575,80,96,40,98,81,56,43,38,59,71,662,66.2,71.69,Yes,1
S2024,Student_1024,Female,02-10-2006,18,Rajasthan,District C,City X,128885,GEN,Urban,Regional,Sch104,School_4,Private,CBSE,11,C,Commerce,Father_1024,Mother_1024,Graduate,Teacher,85263,71,58,97,58,91,89,95,61,36,74,730,73,72.86,Yes,5
S2025,Student_1025,Female,01-02-2004,20,Karnataka,District B,City Y,795416,SC,Rural,Regional,Sch105,School_5,Govt,State,10,B,Commerce,Father_1025,Mother_1025,Graduate,Engineer,81024,92,90,65,37,95,76,74,65,70,40,704,70.4,77.55,No,8
S2026,Student_1026,Female,16-05-2004,20,Karnataka,District B,City Y,496419,ST,Rural,Regional,Sch106,School_6,Govt,State,9,A,Science,Father_1026,Mother_1026,None,Engineer,25069,90,97,88,83,53,95,77,45,66,82,776,77.6,55.28,Yes,5
S2027,Student_1027,Male,12-01-2007,17,Maharashtra,District C,City Z,815601,ST,Rural,English,Sch107,School_7,Private,State,11,A,Arts,Father_1027,Mother_1027,PG,Laborer,29400,91,38,96,36,41,44,73,41,56,89,605,60.5,99.57,No,10
S2028,Student_1028,Male,28-10-2004,20,Karnataka,District B,City Z,495460,ST,Urban,English,Sch108,School_8,Private,State,7,A,Commerce,Father_1028,Mother_1028,None,Laborer,29146,32,46,85,52,45,53,66,70,50,58,557,55.7,62.21,No,3
S2029,Student_1029,Male,16-01-2009,15,Bihar,District B,City Z,460466,SC,Urban,English,Sch109,School_9,Govt,State,8,C,Science,Father_1029,Mother_1029,None,Farmer,11846,55,78,80,61,65,39,58,96,72,49,653,65.3,59.93,Yes,9
S2030,Student_1030,Male,09-05-2009,15,Uttar Pradesh,District B,City Y,430763,GEN,Urban,Regional,Sch110,School_10,Govt,ICSE,9,B,Commerce,Father_1030,Mother_1030,Graduate,Teacher,45352,77,92,58,91,31,53,63,87,80,34,666,66.6,76.34,No,2
S2031,Student_1031,Female,04-03-2009,15,Uttar Pradesh,District C,City Y,121584,GEN,Urban,Regional,Sch111,School_11,Private,State,6,A,Science,Father_1031,Mother_1031,Secondary,Laborer,28694,37,75,31,74,91,86,88,38,42,54,616,61.6,76.86,Yes,3
S2032,Student_1032,Male,19-04-2007,17,Maharashtra,District A,City X,894953,OBC,Urban,English,Sch112,School_12,Private,State,10,A,Arts,Father_1032,Mother_1032,Secondary,Teacher,26740,34,42,35,97,93,63,72,46,82,63,627,62.7,71.99,No,4
S2033,Student_1033,Female,21-01-2007,17,Tamil Nadu,District C,City Y,805377,SC,Rural,Hindi,Sch113,School_13,Private,CBSE,9,B,Science,Father_1033,Mother_1033,Secondary,Teacher,54438,40,74,60,59,58,70,62,34,92,41,590,59,88.59,No,10
S2034,Student_1034,Male,06-06-2004,20,West Bengal,District A,City X,919973,OBC,Urban,English,Sch114,School_14,Private,State,11,C,Commerce,Father_1034,Mother_1034,None,Business,35996,71,82,83,68,60,69,48,55,86,57,679,67.9,75.83,Yes,1
S2035,Student_1035,Female,26-09-2005,19,Rajasthan,District B,City Z,653351,ST,Rural,Hindi,Sch115,School_15,Private,CBSE,8,C,Commerce,Father_1035,Mother_1035,Graduate,Teacher,68874,70,46,69,34,44,40,37,30,54,35,459,45.9,80.48,No,4
S2036,Student_1036,Female,11-06-2005,19,Maharashtra,District A,City Z,170268,GEN,Rural,Regional,Sch116,School_16,Govt,ICSE,8,A,Arts,Father_1036,Mother_1036,Secondary,Business,64682,48,76,46,96,84,30,60,30,42,48,560,56,86.19,No,4
S2037,Student_1037,Male,17-09-2007,17,Karnataka,District C,City Y,880594,SC,Urban,Regional,Sch117,School_17,Govt,ICSE,8,A,Arts,Father_1037,Mother_1037,Primary,Farmer,49200,77,91,34,51,62,59,40,64,66,41,585,58.5,51.25,No,9
S2038,Student_1038,Male,11-04-2004,20,Rajasthan,District C,City Z,750506,OBC,Rural,English,Sch118,School_18,Private,State,9,B,Commerce,Father_1038,Mother_1038,Primary,Farmer,27970,82,79,31,57,81,72,37,38,59,54,590,59,78.53,No,8
S2039,Student_1039,Male,11-08-2005,19,Tamil Nadu,District B,City Z,480350,OBC,Urban,English,Sch119,School_19,Govt,ICSE,8,A,Commerce,Father_1039,Mother_1039,Primary,Farmer,15895,84,72,87,51,49,55,54,67,41,42,602,60.2,94.21,No,2
S2040,Student_1040,Male,28-02-2004,20,Karnataka,District A,City Y,558168,OBC,Urban,Regional,Sch100,School_0,Govt,State,11,B,Commerce,Father_1040,Mother_1040,PG,Business,43071,90,97,41,58,67,82,49,33,94,32,643,64.3,50.87,No,7
S2041,Student_1041,Female,03-09-2004,20,Delhi,District B,City X,848414,GEN,Urban,English,Sch101,School_1,Private,ICSE,9,A,Arts,Father_1041,Mother_1041,Graduate,Business,57268,61,57,34,72,32,76,67,81,47,53,580,58,70.26,No,6
S2042,Student_1042,Male,07-05-2004,20,West Bengal,District B,City Y,270635,GEN,Rural,Regional,Sch102,School_2,Govt,State,8,A,Commerce,Father_1042,Mother_1042,None,Farmer,27258,75,74,89,71,83,38,36,48,91,37,642,64.2,96.31,No,7
S2043,Student_1043,Male,09-10-2008,16,Bihar,District C,City X,270824,GEN,Urban,Regional,Sch103,School_3,Govt,State,6,A,Arts,Father_1043,Mother_1043,None,Business,93890,65,70,70,89,95,38,68,34,53,74,656,65.6,67.66,Yes,4
S2044,Student_1044,Female,21-11-2009,15,Karnataka,District A,City Y,850593,SC,Urban,Hindi,Sch104,School_4,Govt,CBSE,6,C,Commerce,Father_1044,Mother_1044,Graduate,Engineer,62300,47,65,49,97,47,30,49,77,89,30,580,58,72.94,No,5
S2045,Student_1045,Male,25-01-2004,20,Bihar,District A,City Y,495783,GEN,Urban,English,Sch105,School_5,Private,CBSE,7,B,Science,Father_1045,Mother_1045,PG,Engineer,66915,47,62,30,88,36,73,40,92,46,32,546,54.6,99.08,Yes,6
S2046,Student_1046,Male,10-05-2008,16,Rajasthan,District A,City Z,509337,SC,Rural,Regional,Sch106,School_6,Private,CBSE,8,B,Science,Father_1046,Mother_1046,Graduate,Business,13444,41,54,85,35,64,88,45,67,89,94,662,66.2,59.97,Yes,9
S2047,Student_1047,Male,19-12-2007,17,Bihar,District A,City Y,700699,OBC,Urban,English,Sch107,School_7,Govt,CBSE,8,C,Commerce,Father_1047,Mother_1047,PG,Business,80147,75,48,99,57,89,85,71,81,38,44,687,68.7,53.26,No,2
S2048,Student_1048,Male,15-07-2005,19,Rajasthan,District B,City Y,209876,OBC,Rural,Hindi,Sch108,School_8,Govt,State,9,C,Science,Father_1048,Mother_1048,Secondary,Laborer,81064,84,76,85,60,53,80,81,75,81,79,754,75.4,92.97,No,9
S2049,Student_1049,Male,08-10-2009,15,Rajasthan,District B,City X,298153,ST,Rural,Hindi,Sch109,School_9,Govt,ICSE,9,C,Arts,Father_1049,Mother_1049,Secondary,Laborer,71535,67,62,83,68,68,45,66,38,44,49,590,59,93.42,Yes,10
S2050,Student_1050,Female,03-06-2005,19,Rajasthan,District C,City Z,784500,GEN,Urban,English,Sch110,School_10,Govt,State,8,B,Science,Father_1050,Mother_1050,PG,Teacher,8760,31,96,40,79,41,67,81,79,57,32,603,60.3,73.6,Yes,1
S2051,Student_1051,Male,13-05-2009,15,Rajasthan,District B,City X,764687,OBC,Rural,English,Sch111,School_11,Govt,CBSE,7,A,Science,Father_1051,Mother_1051,Graduate,Teacher,41884,38,43,32,66,82,40,38,95,38,90,562,56.2,75.71,Yes,4
S2052,Student_1052,Male,15-08-2005,19,Rajasthan,District B,City X,123331,GEN,Rural,Regional,Sch112,School_12,Govt,CBSE,8,C,Arts,Father_1052,Mother_1052,Secondary,Teacher,92477,34,62,57,44,93,54,64,67,85,44,604,60.4,91.79,No,5
S2053,Student_1053,Male,08-07-2009,15,Karnataka,District C,City Z,123004,SC,Urban,Hindi,Sch113,School_13,Private,ICSE,11,C,Science,Father_1053,Mother_1053,Graduate,Farmer,31022,48,71,34,80,33,88,96,56,65,88,659,65.9,86.93,No,9
S2054,Student_1054,Male,22-09-2005,19,Rajasthan,District C,City Z,338441,OBC,Urban,Hindi,Sch114,School_14,Govt,CBSE,9,C,Science,Father_1054,Mother_1054,Secondary,Engineer,59504,68,94,45,99,34,58,36,49,85,83,651,65.1,63.26,No,6
S2055,Student_1055,Male,14-05-2005,19,Karnataka,District C,City Z,503708,GEN,Urban,Hindi,Sch115,School_15,Govt,State,8,A,Commerce,Father_1055,Mother_1055,Graduate,Farmer,48130,71,76,60,52,45,69,31,91,49,89,633,63.3,50.84,Yes,4
S2056,Student_1056,Female,30-07-2005,19,Rajasthan,District B,City Y,548013,OBC,Rural,English,Sch116,School_16,Private,State,9,A,Arts,Father_1056,Mother_1056,Graduate,Business,48881,46,64,57,54,56,37,54,45,84,66,563,56.3,73.99,No,2
S2057,Student_1057,Male,01-03-2005,19,Bihar,District B,City Z,289167,OBC,Urban,Regional,Sch117,School_17,Govt,State,8,C,Arts,Father_1057,Mother_1057,Primary,Laborer,67399,92,61,36,75,33,35,70,42,89,50,583,58.3,92.95,No,5
S2058,Student_1058,Female,30-12-2007,17,Delhi,District C,City Z,949649,GEN,Rural,English,Sch118,School_18,Govt,State,10,A,Commerce,Father_1058,Mother_1058,PG,Business,41451,75,84,38,52,77,74,81,49,64,52,646,64.6,94.79,No,8
S2059,Student_1059,Female,29-12-2004,20,Rajasthan,District C,City Z,713332,OBC,Rural,English,Sch119,School_19,Govt,State,9,C,Commerce,Father_1059,Mother_1059,None,Business,56413,49,83,68,39,37,82,94,53,30,47,582,58.2,97.81,No,8
S2060,Student_1060,Male,01-08-2006,18,Tamil Nadu,District C,City X,895477,OBC,Rural,English,Sch100,School_0,Govt,ICSE,7,A,Science,Father_1060,Mother_1060,PG,Laborer,97057,99,80,72,61,75,50,67,79,74,46,703,70.3,93.98,Yes,6
S2061,Student_1061,Male,03-08-2008,16,Rajasthan,District B,City X,382260,OBC,Rural,Regional,Sch101,School_1,Private,State,10,B,Science,Father_1061,Mother_1061,Graduate,Business,67278,37,88,56,80,73,86,96,36,98,60,710,71,79,No,1
S2062,Student_1062,Male,14-08-2006,18,Rajasthan,District B,City Y,642955,OBC,Rural,English,Sch102,School_2,Govt,CBSE,11,B,Science,Father_1062,Mother_1062,Graduate,Teacher,34639,48,43,62,70,96,35,71,58,69,93,645,64.5,72.23,No,8
S2063,Student_1063,Male,11-05-2006,18,Bihar,District A,City X,437201,SC,Urban,Hindi,Sch103,School_3,Private,CBSE,8,A,Commerce,Father_1063,Mother_1063,PG,Laborer,39621,61,47,85,94,81,92,83,34,67,77,721,72.1,88.74,Yes,4
S2064,Student_1064,Female,17-03-2009,15,West Bengal,District B,City Y,698493,OBC,Urban,Hindi,Sch104,School_4,Govt,CBSE,11,B,Arts,Father_1064,Mother_1064,Graduate,Business,18079,48,84,31,94,63,35,96,64,53,55,623,62.3,86.99,No,2
S2065,Student_1065,Male,12-10-2004,20,Uttar Pradesh,District B,City X,127302,ST,Rural,Hindi,Sch105,School_5,Govt,CBSE,9,B,Science,Father_1065,Mother_1065,Secondary,Teacher,11895,53,85,43,69,91,82,93,94,33,51,694,69.4,76.91,Yes,1
S2066,Student_1066,Male,04-10-2009,15,Bihar,District B,City Z,504499,OBC,Rural,Regional,Sch106,School_6,Private,ICSE,10,B,Commerce,Father_1066,Mother_1066,Graduate,Teacher,98515,53,78,42,47,50,33,33,99,98,74,607,60.7,54.37,Yes,7
S2067,Student_1067,Male,04-06-2004,20,Tamil Nadu,District C,City X,262007,GEN,Urban,English,Sch107,School_7,Govt,CBSE,11,C,Arts,Father_1067,Mother_1067,PG,Engineer,57142,85,89,53,65,53,38,60,36,42,65,586,58.6,96.3,No,2
S2068,Student_1068,Male,04-09-2004,20,Uttar Pradesh,District B,City Y,696822,ST,Urban,Regional,Sch108,School_8,Private,ICSE,7,A,Commerce,Father_1068,Mother_1068,PG,Teacher,17552,47,82,98,60,73,98,42,73,50,93,716,71.6,72.78,Yes,4
S2069,Student_1069,Male,06-08-2005,19,Maharashtra,District C,City X,849702,SC,Rural,English,Sch109,School_9,Private,CBSE,9,A,Science,Father_1069,Mother_1069,PG,Farmer,97930,41,35,63,83,70,33,56,42,61,64,548,54.8,68.17,No,4
S2070,Student_1070,Male,09-07-2007,17,Maharashtra,District A,City Z,262696,ST,Rural,Hindi,Sch110,School_10,Private,ICSE,10,A,Commerce,Father_1070,Mother_1070,Primary,Laborer,53821,70,99,48,92,58,87,88,67,67,56,732,73.2,81.48,Yes,10
S2071,Student_1071,Female,12-06-2005,19,West Bengal,District A,City Y,113440,ST,Urban,English,Sch111,School_11,Govt,ICSE,11,B,Commerce,Father_1071,Mother_1071,Primary,Laborer,38630,77,37,59,30,35,66,94,42,61,97,598,59.8,83.69,Yes,1
S2072,Student_1072,Female,29-06-2007,17,Tamil Nadu,District C,City Z,473145,ST,Urban,English,Sch112,School_12,Govt,ICSE,10,C,Commerce,Father_1072,Mother_1072,Primary,Laborer,75063,93,44,78,81,85,35,93,83,86,46,724,72.4,60.53,No,2
S2073,Student_1073,Male,03-02-2009,15,Bihar,District C,City Z,408645,GEN,Rural,English,Sch113,School_13,Govt,CBSE,10,A,Commerce,Father_1073,Mother_1073,Primary,Business,17247,45,55,72,86,43,80,54,73,77,99,684,68.4,91.85,Yes,1
S2074,Student_1074,Male,10-02-2007,17,Karnataka,District C,City Y,494485,GEN,Urban,Regional,Sch114,School_14,Govt,ICSE,11,B,Arts,Father_1074,Mother_1074,Primary,Business,22603,52,68,45,38,79,79,66,42,59,40,568,56.8,64.5,No,6
S2075,Student_1075,Male,03-11-2009,15,Tamil Nadu,District B,City Z,894300,GEN,Urban,English,Sch115,School_15,Private,State,6,C,Science,Father_1075,Mother_1075,Primary,Farmer,50564,68,32,81,85,81,43,43,54,67,34,588,58.8,59.33,No,3
